Year,Age,Immunization,Immunization_Count
2009,13,Polio,685
2009,13,Human Papilloma Virus,10794
2009,13,Varicella,6079
2009,13,Measles,693
2009,13,Mumps,686
2009,13,Rubella,691
2009,13,Influenza,17523
2009,13,Rotavirus,0
2009,13,Hib,96
2009,13,Pneumococcal,132
2009,13,Hepatitis A,3354
2009,13,Meningococcal,8638
2009,14,Hepatitis B,986
2009,14,Diphtheria,7238
2009,14,Tetanus,7238
2009,14,Pertussis,6665
2009,14,Polio,794
2009,14,Human Papilloma Virus,10150
2009,14,Varicella,5913
2009,14,Measles,701
2009,14,Mumps,692
2009,14,Rubella,699
2009,14,Influenza,16459
2009,14,Rotavirus,0
2009,14,Hib,120
2009,14,Pneumococcal,139
2009,14,Hepatitis A,4175
2009,14,Meningococcal,7692
2009,15,Hepatitis B,1012
2009,15,Diphtheria,6095
2009,15,Tetanus,6095
2009,15,Pertussis,5637
2009,15,Polio,682
2009,15,Human Papilloma Virus,9647
2009,15,Varicella,4851
2009,15,Measles,672
2009,15,Mumps,664
2009,15,Rubella,666
2009,15,Influenza,15193
2009,15,Rotavirus,0
2009,15,Hib,110
2009,15,Pneumococcal,124
2009,15,Hepatitis A,4095
2009,15,Meningococcal,6563
2009,16,Hepatitis B,1005
2009,16,Diphtheria,5664
2009,16,Tetanus,5664
2009,16,Pertussis,5216
2009,16,Polio,729
2009,16,Human Papilloma Virus,8935
2009,16,Varicella,4046
2009,16,Measles,656
2009,16,Mumps,651
2009,16,Rubella,653
2009,16,Influenza,13484
2009,16,Rotavirus,0
2009,16,Hib,99
2009,16,Pneumococcal,104
2009,16,Hepatitis A,3809
2009,16,Meningococcal,5681
2009,17,Hepatitis B,895
2009,17,Diphtheria,4661
2009,17,Tetanus,4661
2009,17,Pertussis,4336
2009,17,Polio,642
2009,17,Human Papilloma Virus,7445
2009,17,Varicella,3001
2009,17,Measles,549
2009,17,Mumps,544
2009,17,Rubella,545
2009,17,Influenza,10950
2009,17,Rotavirus,0
2009,17,Hib,101
2009,17,Pneumococcal,81
2009,17,Hepatitis A,3009
2009,17,Meningococcal,4724
2009,18,Hepatitis B,538
2009,18,Diphtheria,1925
2009,18,Tetanus,1925
2009,18,Pertussis,1759
2009,18,Polio,222
2009,18,Human Papilloma Virus,3529
2009,18,Varicella,1069
2009,18,Measles,219
2009,18,Mumps,219
2009,18,Rubella,221
2009,18,Influenza,4715
2009,18,Rotavirus,0
2009,18,Hib,47
2009,18,Pneumococcal,45
2009,18,Hepatitis A,1059
2009,18,Meningococcal,1845
2009,19,Hepatitis B,170
2009,19,Diphtheria,528
2009,19,Tetanus,528
2009,19,Pertussis,483
2009,19,Polio,72
2009,19,Human Papilloma Virus,946
2009,19,Varicella,220
2009,19,Measles,53
2009,19,Mumps,50
2009,19,Rubella,50
2009,19,Influenza,1543
2009,19,Rotavirus,0
2009,19,Hib,51
2009,19,Pneumococcal,54
2009,19,Hepatitis A,247
2009,19,Meningococcal,442
2009,20,Hepatitis B,947
2009,20,Diphtheria,1738
2009,20,Tetanus,1738
2009,20,Pertussis,1683
2009,20,Polio,1120
2009,20,Human Papilloma Virus,723
2009,20,Varicella,702
2009,20,Measles,530
2009,20,Mumps,529
2009,20,Rubella,535
2009,20,Influenza,2182
2009,20,Rotavirus,0
2009,20,Hib,1106
2009,20,Pneumococcal,1007
2009,20,Hepatitis A,670
2009,20,Meningococcal,365
2009,Unknown,Hepatitis B,243
2009,Unknown,Diphtheria,388
2009,Unknown,Tetanus,388
2009,Unknown,Pertussis,385
2009,Unknown,Polio,339
2009,Unknown,Human Papilloma Virus,28
2009,Unknown,Varicella,100
2009,Unknown,Measles,60
2009,Unknown,Mumps,59
2009,Unknown,Rubella,61
2009,Unknown,Influenza,210
2009,Unknown,Rotavirus,0
2009,Unknown,Hib,334
2009,Unknown,Pneumococcal,319
2009,Unknown,Hepatitis A,102
2009,Unknown,Meningococcal,20
2009,0,Hepatitis B,236
2009,0,Diphtheria,307
2009,0,Tetanus,307
2009,0,Pertussis,307
2009,0,Polio,310
2009,0,Human Papilloma Virus,0
2009,0,Varicella,0
2009,0,Measles,0
2009,0,Mumps,0
2009,0,Rubella,0
2009,0,Influenza,86
2009,0,Rotavirus,218
2009,0,Hib,306
2009,0,Pneumococcal,296
2009,0,Hepatitis A,0
2009,0,Meningococcal,0
2009,1,Hepatitis B,75
2009,1,Diphtheria,258
2009,1,Tetanus,258
2009,1,Pertussis,258
2009,1,Polio,122
2009,1,Human Papilloma Virus,0
2009,1,Varicella,229
2009,1,Measles,221
2009,1,Mumps,221
2009,1,Rubella,221
2009,1,Influenza,203
2009,1,Rotavirus,0
2009,1,Hib,241
2009,1,Pneumococcal,274
2009,1,Hepatitis A,307
2009,1,Meningococcal,0
2009,2,Hepatitis B,69
2009,2,Diphtheria,139
2009,2,Tetanus,139
2009,2,Pertussis,137
2009,2,Polio,74
2009,2,Human Papilloma Virus,0
2009,2,Varicella,70
2009,2,Measles,44
2009,2,Mumps,44
2009,2,Rubella,44
2009,2,Influenza,237
2009,2,Rotavirus,0
2009,2,Hib,172
2009,2,Pneumococcal,155
2009,2,Hepatitis A,236
2009,2,Meningococcal,
2009,3,Hepatitis B,55
2009,3,Diphtheria,94
2009,3,Tetanus,94
2009,3,Pertussis,93
2009,3,Polio,52
2009,3,Human Papilloma Virus,0
2009,3,Varicella,76
2009,3,Measles,35
2009,3,Mumps,35
2009,3,Rubella,36
2009,3,Influenza,375
2009,3,Rotavirus,0
2009,3,Hib,140
2009,3,Pneumococcal,140
2009,3,Hepatitis A,191
2009,3,Meningococcal,
2009,4,Hepatitis B,74
2009,4,Diphtheria,796
2009,4,Tetanus,796
2009,4,Pertussis,795
2009,4,Polio,709
2009,4,Human Papilloma Virus,0
2009,4,Varicella,709
2009,4,Measles,761
2009,4,Mumps,761
2009,4,Rubella,761
2009,4,Influenza,595
2009,4,Rotavirus,0
2009,4,Hib,168
2009,4,Pneumococcal,163
2009,4,Hepatitis A,207
2009,4,Meningococcal,
2009,5,Hepatitis B,76
2009,5,Diphtheria,209
2009,5,Tetanus,209
2009,5,Pertussis,209
2009,5,Polio,145
2009,5,Human Papilloma Virus,0
2009,5,Varicella,179
2009,5,Measles,130
2009,5,Mumps,130
2009,5,Rubella,130
2009,5,Influenza,555
2009,5,Rotavirus,0
2009,5,Hib,30
2009,5,Pneumococcal,33
2009,5,Hepatitis A,155
2009,5,Meningococcal,
2009,6,Hepatitis B,53
2009,6,Diphtheria,107
2009,6,Tetanus,107
2009,6,Pertussis,106
2009,6,Polio,67
2009,6,Human Papilloma Virus,0
2009,6,Varicella,127
2009,6,Measles,53
2009,6,Mumps,53
2009,6,Rubella,53
2009,6,Influenza,741
2009,6,Rotavirus,0
2009,6,Hib,
2009,6,Pneumococcal,
2009,6,Hepatitis A,142
2009,6,Meningococcal,
2009,7,Hepatitis B,69
2009,7,Diphtheria,100
2009,7,Tetanus,100
2009,7,Pertussis,68
2009,7,Polio,54
2009,7,Human Papilloma Virus,0
2009,7,Varicella,176
2009,7,Measles,42
2009,7,Mumps,42
2009,7,Rubella,42
2009,7,Influenza,784
2009,7,Rotavirus,0
2009,7,Hib,
2009,7,Pneumococcal,
2009,7,Hepatitis A,149
2009,7,Meningococcal,
2009,8,Hepatitis B,56
2009,8,Diphtheria,104
2009,8,Tetanus,104
2009,8,Pertussis,48
2009,8,Polio,67
2009,8,Human Papilloma Virus,0
2009,8,Varicella,254
2009,8,Measles,41
2009,8,Mumps,41
2009,8,Rubella,41
2009,8,Influenza,851
2009,8,Rotavirus,0
2009,8,Hib,
2009,8,Pneumococcal,
2009,8,Hepatitis A,152
2009,8,Meningococcal,12
2009,9,Hepatitis B,96
2009,9,Diphtheria,135
2009,9,Tetanus,135
2009,9,Pertussis,66
2009,9,Polio,76
2009,9,Human Papilloma Virus,214
2009,9,Varicella,387
2009,9,Measles,46
2009,9,Mumps,46
2009,9,Rubella,46
2009,9,Influenza,996
2009,9,Rotavirus,0
2009,9,Hib,
2009,9,Pneumococcal,
2009,9,Hepatitis A,193
2009,9,Meningococcal,22
2009,10,Hepatitis B,123
2009,10,Diphtheria,285
2009,10,Tetanus,285
2009,10,Pertussis,217
2009,10,Polio,91
2009,10,Human Papilloma Virus,331
2009,10,Varicella,459
2009,10,Measles,60
2009,10,Mumps,60
2009,10,Rubella,60
2009,10,Influenza,933
2009,10,Rotavirus,0
2009,10,Hib,
2009,10,Pneumococcal,11
2009,10,Hepatitis A,192
2009,10,Meningococcal,77
2009,11,Hepatitis B,173
2009,11,Diphtheria,1530
2009,11,Tetanus,1530
2009,11,Pertussis,1446
2009,11,Polio,108
2009,11,Human Papilloma Virus,1223
2009,11,Varicella,607
2009,11,Measles,66
2009,11,Mumps,66
2009,11,Rubella,66
2009,11,Influenza,1121
2009,11,Rotavirus,0
2009,11,Hib,16
2009,11,Pneumococcal,14
2009,11,Hepatitis A,205
2009,11,Meningococcal,1673
2009,12,Hepatitis B,162
2009,12,Diphtheria,855
2009,12,Tetanus,855
2009,12,Pertussis,788
2009,12,Polio,110
2009,12,Human Papilloma Virus,982
2009,12,Varicella,504
2009,12,Measles,83
2009,12,Mumps,83
2009,12,Rubella,84
2009,12,Influenza,878
2009,12,Rotavirus,0
2009,12,Hib,12
2009,12,Pneumococcal,
2009,12,Hepatitis A,214
2009,12,Meningococcal,887
2009,13,Hepatitis B,168
2009,13,Diphtheria,631
2009,13,Tetanus,631
2009,13,Pertussis,571
2009,13,Polio,98
2009,13,Human Papilloma Virus,808
2009,13,Varicella,433
2009,13,Measles,93
2009,13,Mumps,92
2009,13,Rubella,92
2009,13,Influenza,814
2009,13,Rotavirus,0
2009,13,Hib,
2009,13,Pneumococcal,
2009,13,Hepatitis A,179
2009,13,Meningococcal,646
2009,14,Hepatitis B,136
2009,14,Diphtheria,573
2009,14,Tetanus,573
2009,14,Pertussis,516
2009,14,Polio,95
2009,14,Human Papilloma Virus,816
2009,14,Varicella,442
2009,14,Measles,79
2009,14,Mumps,79
2009,14,Rubella,80
2009,14,Influenza,825
2009,14,Rotavirus,0
2009,14,Hib,
2009,14,Pneumococcal,
2009,14,Hepatitis A,206
2009,14,Meningococcal,617
2009,15,Hepatitis B,128
2009,15,Diphtheria,509
2009,15,Tetanus,509
2009,15,Pertussis,454
2009,15,Polio,94
2009,15,Human Papilloma Virus,767
2009,15,Varicella,371
2009,15,Measles,76
2009,15,Mumps,76
2009,15,Rubella,76
2009,15,Influenza,789
2009,15,Rotavirus,0
2009,15,Hib,
2009,15,Pneumococcal,
2009,15,Hepatitis A,227
2009,15,Meningococcal,538
2009,16,Hepatitis B,135
2009,16,Diphtheria,424
2009,16,Tetanus,424
2009,16,Pertussis,380
2009,16,Polio,104
2009,16,Human Papilloma Virus,695
2009,16,Varicella,302
2009,16,Measles,65
2009,16,Mumps,65
2009,16,Rubella,65
2009,16,Influenza,702
2009,16,Rotavirus,0
2009,16,Hib,
2009,16,Pneumococcal,
2009,16,Hepatitis A,229
2009,16,Meningococcal,464
2009,17,Hepatitis B,116
2009,17,Diphtheria,373
2009,17,Tetanus,373
2009,17,Pertussis,336
2009,17,Polio,71
2009,17,Human Papilloma Virus,559
2009,17,Varicella,243
2009,17,Measles,65
2009,17,Mumps,65
2009,17,Rubella,65
2009,17,Influenza,547
2009,17,Rotavirus,0
2009,17,Hib,
2009,17,Pneumococcal,
2009,17,Hepatitis A,202
2009,17,Meningococcal,425
2009,18,Hepatitis B,80
2009,18,Diphtheria,212
2009,18,Tetanus,212
2009,18,Pertussis,175
2009,18,Polio,49
2009,18,Human Papilloma Virus,327
2009,18,Varicella,101
2009,18,Measles,38
2009,18,Mumps,37
2009,18,Rubella,37
2009,18,Influenza,261
2009,18,Rotavirus,0
2009,18,Hib,
2009,18,Pneumococcal,
2009,18,Hepatitis A,92
2009,18,Meningococcal,194
2009,19,Hepatitis B,0
2009,19,Diphtheria,0
2009,19,Tetanus,0
2009,19,Pertussis,0
2009,19,Polio,0
2009,19,Human Papilloma Virus,0
2009,19,Varicella,0
2009,19,Measles,0
2009,19,Mumps,0
2009,19,Rubella,0
2009,19,Influenza,0
2009,19,Rotavirus,0
2009,19,Hib,0
2009,19,Pneumococcal,0
2009,19,Hepatitis A,0
2009,19,Meningococcal,0
2009,20,Hepatitis B,0
2009,20,Diphtheria,0
2009,20,Tetanus,0
2009,20,Pertussis,0
2009,20,Polio,0
2009,20,Human Papilloma Virus,0
2009,20,Varicella,0
2009,20,Measles,0
2009,20,Mumps,0
2009,20,Rubella,0
2009,20,Influenza,0
2009,20,Rotavirus,0
2009,20,Hib,0
2009,20,Pneumococcal,0
2009,20,Hepatitis A,0
2009,20,Meningococcal,0
2009,Unknown,Hepatitis B,0
2009,Unknown,Diphtheria,0
2009,Unknown,Tetanus,0
2009,Unknown,Pertussis,0
2009,Unknown,Polio,0
2009,Unknown,Human Papilloma Virus,0
2009,Unknown,Varicella,0
2009,Unknown,Measles,0
2009,Unknown,Mumps,0
2009,Unknown,Rubella,0
2009,Unknown,Influenza,0
2009,Unknown,Rotavirus,0
2009,Unknown,Hib,0
2009,Unknown,Pneumococcal,0
2009,Unknown,Hepatitis A,0
2009,Unknown,Meningococcal,0
2010,0,Hepatitis B,345978
2010,0,Diphtheria,430975
2010,0,Tetanus,430975
2010,0,Pertussis,430498
2010,0,Polio,423685
2010,0,Human Papilloma Virus,0
2010,0,Varicella,0
2010,0,Measles,0
2010,0,Mumps,0
2010,0,Rubella,0
2010,0,Influenza,63004
2010,0,Rotavirus,364478
2010,0,Hib,427637
2010,0,Pneumococcal,419893
2010,0,Hepatitis A,0
2010,0,Meningococcal,0
2010,1,Hepatitis B,59976
2010,1,Diphtheria,181972
2010,1,Tetanus,181972
2010,1,Pertussis,181549
2010,1,Polio,93785
2010,1,Human Papilloma Virus,0
2010,1,Varicella,140348
2010,1,Measles,142487
2010,1,Mumps,142443
2010,1,Rubella,142624
2010,1,Influenza,127381
2010,1,Rotavirus,0
2010,1,Hib,181892
2010,1,Pneumococcal,193002
2010,1,Hepatitis A,173204
2010,1,Meningococcal,0
2010,2,Hepatitis B,7089
2010,2,Diphtheria,34020
2010,2,Tetanus,34020
2010,2,Pertussis,33850
2010,2,Polio,12065
2010,2,Human Papilloma Virus,0
2010,2,Varicella,10737
2010,2,Measles,9918
2010,2,Mumps,9902
2010,2,Rubella,9940
2010,2,Influenza,71540
2010,2,Rotavirus,0
2010,2,Hib,34939
2010,2,Pneumococcal,58099
2010,2,Hepatitis A,84988
2010,2,Meningococcal,705
2010,3,Hepatitis B,4294
2010,3,Diphtheria,11669
2010,3,Tetanus,11669
2010,3,Pertussis,11570
2010,3,Polio,6527
2010,3,Human Papilloma Virus,0
2010,3,Varicella,6974
2010,3,Measles,5882
2010,3,Mumps,5873
2010,3,Rubella,5897
2010,3,Influenza,56134
2010,3,Rotavirus,0
2010,3,Hib,25010
2010,3,Pneumococcal,49203
2010,3,Hepatitis A,22812
2010,3,Meningococcal,376
2010,4,Hepatitis B,4589
2010,4,Diphtheria,120227
2010,4,Tetanus,120227
2010,4,Pertussis,120049
2010,4,Polio,116953
2010,4,Human Papilloma Virus,0
2010,4,Varicella,108608
2010,4,Measles,115345
2010,4,Mumps,115232
2010,4,Rubella,115282
2010,4,Influenza,53215
2010,4,Rotavirus,0
2010,4,Hib,15513
2010,4,Pneumococcal,45990
2010,4,Hepatitis A,13981
2010,4,Meningococcal,449
2010,5,Hepatitis B,3022
2010,5,Diphtheria,22836
2010,5,Tetanus,22836
2010,5,Pertussis,22757
2010,5,Polio,21374
2010,5,Human Papilloma Virus,0
2010,5,Varicella,21671
2010,5,Measles,20737
2010,5,Mumps,20699
2010,5,Rubella,20721
2010,5,Influenza,38648
2010,5,Rotavirus,0
2010,5,Hib,2086
2010,5,Pneumococcal,6121
2010,5,Hepatitis A,8821
2010,5,Meningococcal,298
2010,6,Hepatitis B,1690
2010,6,Diphtheria,4327
2010,6,Tetanus,4327
2010,6,Pertussis,4281
2010,6,Polio,3605
2010,6,Human Papilloma Virus,0
2010,6,Varicella,5585
2010,6,Measles,2959
2010,6,Mumps,2955
2010,6,Rubella,2955
2010,6,Influenza,35120
2010,6,Rotavirus,0
2010,6,Hib,459
2010,6,Pneumococcal,810
2010,6,Hepatitis A,5351
2010,6,Meningococcal,194
2010,7,Hepatitis B,1262
2010,7,Diphtheria,3775
2010,7,Tetanus,3775
2010,7,Pertussis,3355
2010,7,Polio,1740
2010,7,Human Papilloma Virus,0
2010,7,Varicella,3755
2010,7,Measles,1522
2010,7,Mumps,1521
2010,7,Rubella,1521
2010,7,Influenza,27961
2010,7,Rotavirus,0
2010,7,Hib,225
2010,7,Pneumococcal,337
2010,7,Hepatitis A,3869
2010,7,Meningococcal,194
2010,8,Hepatitis B,2727
2010,8,Diphtheria,6260
2010,8,Tetanus,6260
2010,8,Pertussis,5799
2010,8,Polio,3521
2010,8,Human Papilloma Virus,0
2010,8,Varicella,5918
2010,8,Measles,2518
2010,8,Mumps,2512
2010,8,Rubella,2517
2010,8,Influenza,26856
2010,8,Rotavirus,0
2010,8,Hib,2194
2010,8,Pneumococcal,2504
2010,8,Hepatitis A,4778
2010,8,Meningococcal,631
2010,9,Hepatitis B,1535
2010,9,Diphtheria,5827
2010,9,Tetanus,5827
2010,9,Pertussis,5242
2010,9,Polio,1302
2010,9,Human Papilloma Virus,7111
2010,9,Varicella,7382
2010,9,Measles,1192
2010,9,Mumps,1190
2010,9,Rubella,1194
2010,9,Influenza,22460
2010,9,Rotavirus,0
2010,9,Hib,213
2010,9,Pneumococcal,327
2010,9,Hepatitis A,3775
2010,9,Meningococcal,503
2010,10,Hepatitis B,1998
2010,10,Diphtheria,19113
2010,10,Tetanus,19113
2010,10,Pertussis,18338
2010,10,Polio,1654
2010,10,Human Papilloma Virus,10742
2010,10,Varicella,9038
2010,10,Measles,1388
2010,10,Mumps,1385
2010,10,Rubella,1387
2010,10,Influenza,20754
2010,10,Rotavirus,0
2010,10,Hib,322
2010,10,Pneumococcal,455
2010,10,Hepatitis A,4207
2010,10,Meningococcal,2466
2010,11,Hepatitis B,2472
2010,11,Diphtheria,54872
2010,11,Tetanus,54872
2010,11,Pertussis,52837
2010,11,Polio,1878
2010,11,Human Papilloma Virus,43381
2010,11,Varicella,14725
2010,11,Measles,1749
2010,11,Mumps,1747
2010,11,Rubella,1755
2010,11,Influenza,23767
2010,11,Rotavirus,0
2010,11,Hib,254
2010,11,Pneumococcal,485
2010,11,Hepatitis A,5647
2010,11,Meningococcal,50549
2010,12,Hepatitis B,3267
2010,12,Diphtheria,37071
2010,12,Tetanus,37071
2010,12,Pertussis,35139
2010,12,Polio,1954
2010,12,Human Papilloma Virus,40495
2010,12,Varicella,14372
2010,12,Measles,1673
2010,12,Mumps,1671
2010,12,Rubella,1676
2010,12,Influenza,21795
2010,12,Rotavirus,0
2010,12,Hib,212
2010,12,Pneumococcal,322
2010,12,Hepatitis A,6663
2010,12,Meningococcal,32275
2010,13,Hepatitis B,3109
2010,13,Diphtheria,25943
2010,13,Tetanus,25943
2010,13,Pertussis,24271
2010,13,Polio,1864
2010,13,Human Papilloma Virus,33948
2010,13,Varicella,12315
2010,13,Measles,1688
2010,13,Mumps,1686
2010,13,Rubella,1688
2010,13,Influenza,20216
2010,13,Rotavirus,0
2010,13,Hib,173
2010,13,Pneumococcal,251
2010,13,Hepatitis A,6851
2010,13,Meningococcal,21323
2010,14,Hepatitis B,3199
2010,14,Diphtheria,23361
2010,14,Tetanus,23361
2010,14,Pertussis,21575
2010,14,Polio,1891
2010,14,Human Papilloma Virus,31450
2010,14,Varicella,11882
2010,14,Measles,1929
2010,14,Mumps,1927
2010,14,Rubella,1929
2010,14,Influenza,19945
2010,14,Rotavirus,0
2010,14,Hib,189
2010,14,Pneumococcal,235
2010,14,Hepatitis A,7957
2010,14,Meningococcal,17756
2010,15,Hepatitis B,3235
2010,15,Diphtheria,20170
2010,15,Tetanus,20170
2010,15,Pertussis,18394
2010,15,Polio,1898
2010,15,Human Papilloma Virus,28228
2010,15,Varicella,10434
2010,15,Measles,1828
2010,15,Mumps,1824
2010,15,Rubella,1829
2010,15,Influenza,19382
2010,15,Rotavirus,0
2010,15,Hib,156
2010,15,Pneumococcal,211
2010,15,Hepatitis A,8434
2010,15,Meningococcal,14938
2010,16,Hepatitis B,3185
2010,16,Diphtheria,20011
2010,16,Tetanus,20011
2010,16,Pertussis,18390
2010,16,Polio,1981
2010,16,Human Papilloma Virus,25704
2010,16,Varicella,9225
2010,16,Measles,1920
2010,16,Mumps,1910
2010,16,Rubella,1914
2010,16,Influenza,18078
2010,16,Rotavirus,0
2010,16,Hib,118
2010,16,Pneumococcal,185
2010,16,Hepatitis A,8723
2010,16,Meningococcal,15926
2010,17,Hepatitis B,3020
2010,17,Diphtheria,17222
2010,17,Tetanus,17222
2010,17,Pertussis,15891
2010,17,Polio,1944
2010,17,Human Papilloma Virus,21572
2010,17,Varicella,7213
2010,17,Measles,1868
2010,17,Mumps,1864
2010,17,Rubella,1866
2010,17,Influenza,15082
2010,17,Rotavirus,0
2010,17,Hib,167
2010,17,Pneumococcal,195
2010,17,Hepatitis A,7492
2010,17,Meningococcal,12869
2010,18,Hepatitis B,2455
2010,18,Diphtheria,7456
2010,18,Tetanus,7456
2010,18,Pertussis,6665
2010,18,Polio,1516
2010,18,Human Papilloma Virus,9568
2010,18,Varicella,3049
2010,18,Measles,1683
2010,18,Mumps,1682
2010,18,Rubella,1682
2010,18,Influenza,6594
2010,18,Rotavirus,0
2010,18,Hib,38
2010,18,Pneumococcal,100
2010,18,Hepatitis A,3621
2010,18,Meningococcal,5126
2010,19,Hepatitis B,186
2010,19,Diphtheria,1150
2010,19,Tetanus,1150
2010,19,Pertussis,1103
2010,19,Polio,75
2010,19,Human Papilloma Virus,1524
2010,19,Varicella,325
2010,19,Measles,66
2010,19,Mumps,64
2010,19,Rubella,64
2010,19,Influenza,1671
2010,19,Rotavirus,0
2010,19,Hib,23
2010,19,Pneumococcal,42
2010,19,Hepatitis A,267
2010,19,Meningococcal,641
2010,20,Hepatitis B,925
2010,20,Diphtheria,2262
2010,20,Tetanus,2262
2010,20,Pertussis,2228
2010,20,Polio,1137
2010,20,Human Papilloma Virus,1145
2010,20,Varicella,816
2010,20,Measles,600
2010,20,Mumps,598
2010,20,Rubella,600
2010,20,Influenza,2306
2010,20,Rotavirus,0
2010,20,Hib,1064
2010,20,Pneumococcal,1293
2010,20,Hepatitis A,767
2010,20,Meningococcal,557
2010,Unknown,Hepatitis B,490
2010,Unknown,Diphtheria,717
2010,Unknown,Tetanus,717
2010,Unknown,Pertussis,712
2010,Unknown,Polio,643
2010,Unknown,Human Papilloma Virus,49
2010,Unknown,Varicella,73
2010,Unknown,Measles,54
2010,Unknown,Mumps,54
2010,Unknown,Rubella,55
2010,Unknown,Influenza,204
2010,Unknown,Rotavirus,0
2010,Unknown,Hib,646
2010,Unknown,Pneumococcal,650
2010,Unknown,Hepatitis A,76
2010,Unknown,Meningococcal,30
2010,0,Hepatitis B,109188
2010,0,Diphtheria,129365
2010,0,Tetanus,129365
2010,0,Pertussis,129267
2010,0,Polio,127478
2010,0,Human Papilloma Virus,0
2010,0,Varicella,0
2010,0,Measles,0
2010,0,Mumps,0
2010,0,Rubella,0
2010,0,Influenza,9531
2010,0,Rotavirus,113717
2010,0,Hib,127689
2010,0,Pneumococcal,124444
2010,0,Hepatitis A,0
2010,0,Meningococcal,0
2010,1,Hepatitis B,7960
2010,1,Diphtheria,24053
2010,1,Tetanus,24053
2010,1,Pertussis,24007
2010,1,Polio,12153
2010,1,Human Papilloma Virus,0
2010,1,Varicella,18439
2010,1,Measles,18576
2010,1,Mumps,18572
2010,1,Rubella,18583
2010,1,Influenza,16859
2010,1,Rotavirus,0
2010,1,Hib,24024
2010,1,Pneumococcal,25343
2010,1,Hepatitis A,22052
2010,1,Meningococcal,0
2010,2,Hepatitis B,1204
2010,2,Diphtheria,4980
2010,2,Tetanus,4980
2010,2,Pertussis,4964
2010,2,Polio,1931
2010,2,Human Papilloma Virus,0
2010,2,Varicella,1645
2010,2,Measles,1554
2010,2,Mumps,1552
2010,2,Rubella,1553
2010,2,Influenza,9684
2010,2,Rotavirus,0
2010,2,Hib,5045
2010,2,Pneumococcal,7423
2010,2,Hepatitis A,12242
2010,2,Meningococcal,169
2010,3,Hepatitis B,715
2010,3,Diphtheria,1779
2010,3,Tetanus,1779
2010,3,Pertussis,1773
2010,3,Polio,972
2010,3,Human Papilloma Virus,0
2010,3,Varicella,1080
2010,3,Measles,931
2010,3,Mumps,930
2010,3,Rubella,930
2010,3,Influenza,7692
2010,3,Rotavirus,0
2010,3,Hib,3458
2010,3,Pneumococcal,6074
2010,3,Hepatitis A,3413
2010,3,Meningococcal,32
2010,4,Hepatitis B,637
2010,4,Diphtheria,15181
2010,4,Tetanus,15181
2010,4,Pertussis,15172
2010,4,Polio,14716
2010,4,Human Papilloma Virus,0
2010,4,Varicella,13325
2010,4,Measles,14235
2010,4,Mumps,14226
2010,4,Rubella,14233
2010,4,Influenza,7060
2010,4,Rotavirus,0
2010,4,Hib,1778
2010,4,Pneumococcal,5114
2010,4,Hepatitis A,1934
2010,4,Meningococcal,54
2010,5,Hepatitis B,430
2010,5,Diphtheria,3577
2010,5,Tetanus,3577
2010,5,Pertussis,3565
2010,5,Polio,3328
2010,5,Human Papilloma Virus,0
2010,5,Varicella,3313
2010,5,Measles,3235
2010,5,Mumps,3230
2010,5,Rubella,3235
2010,5,Influenza,4772
2010,5,Rotavirus,0
2010,5,Hib,273
2010,5,Pneumococcal,610
2010,5,Hepatitis A,1264
2010,5,Meningococcal,21
2010,6,Hepatitis B,193
2010,6,Diphtheria,577
2010,6,Tetanus,577
2010,6,Pertussis,571
2010,6,Polio,463
2010,6,Human Papilloma Virus,0
2010,6,Varicella,693
2010,6,Measles,367
2010,6,Mumps,367
2010,6,Rubella,367
2010,6,Influenza,4301
2010,6,Rotavirus,0
2010,6,Hib,44
2010,6,Pneumococcal,108
2010,6,Hepatitis A,645
2010,6,Meningococcal,23
2010,7,Hepatitis B,127
2010,7,Diphtheria,538
2010,7,Tetanus,538
2010,7,Pertussis,485
2010,7,Polio,222
2010,7,Human Papilloma Virus,0
2010,7,Varicella,397
2010,7,Measles,185
2010,7,Mumps,185
2010,7,Rubella,185
2010,7,Influenza,3447
2010,7,Rotavirus,0
2010,7,Hib,17
2010,7,Pneumococcal,42
2010,7,Hepatitis A,456
2010,7,Meningococcal,16
2010,8,Hepatitis B,123
2010,8,Diphtheria,450
2010,8,Tetanus,450
2010,8,Pertussis,405
2010,8,Polio,179
2010,8,Human Papilloma Virus,0
2010,8,Varicella,541
2010,8,Measles,155
2010,8,Mumps,155
2010,8,Rubella,155
2010,8,Influenza,2958
2010,8,Rotavirus,0
2010,8,Hib,13
2010,8,Pneumococcal,24
2010,8,Hepatitis A,394
2010,8,Meningococcal,25
2010,9,Hepatitis B,94
2010,9,Diphtheria,661
2010,9,Tetanus,661
2010,9,Pertussis,598
2010,9,Polio,132
2010,9,Human Papilloma Virus,813
2010,9,Varicella,831
2010,9,Measles,117
2010,9,Mumps,117
2010,9,Rubella,117
2010,9,Influenza,2735
2010,9,Rotavirus,0
2010,9,Hib,
2010,9,Pneumococcal,35
2010,9,Hepatitis A,359
2010,9,Meningococcal,74
2010,10,Hepatitis B,112
2010,10,Diphtheria,2026
2010,10,Tetanus,2026
2010,10,Pertussis,1943
2010,10,Polio,128
2010,10,Human Papilloma Virus,1062
2010,10,Varicella,987
2010,10,Measles,140
2010,10,Mumps,140
2010,10,Rubella,140
2010,10,Influenza,2356
2010,10,Rotavirus,0
2010,10,Hib,15
